"Start","Stop","Length","Frame"
8516839,8517240,402,1
8523724,8524176,453,1
8549791,8550198,408,1
8632786,8633154,369,1
8761681,8762049,369,1
8777986,8778333,348,1
8839102,8839413,312,1
8848834,8849370,537,1
8903620,8903952,333,1
9036586,9036924,339,1
9047962,9048327,366,1
9051766,9052083,318,1
9113881,9114240,360,1
9132904,9133278,375,1
9147049,9147354,306,1
9207562,9207978,417,1
9279979,9280326,348,1
9493759,9494058,300,1
9519283,9519627,345,1
9534811,9535212,402,1
9540862,9541167,306,1
9605287,9605601,315,1
9747430,9747819,390,1
9751648,9751953,306,1
9766309,9766608,300,1
9792133,9792474,342,1
9883210,9883605,396,1
9911191,9911499,309,1
9994831,9995145,315,1
9996118,9996447,330,1
10274128,10274490,363,1
10390243,10390596,354,1
10417204,10417515,312,1
10446265,10446726,462,1
10596118,10596435,318,1
10686424,10686747,324,1
10687585,10688025,441,1
11252683,11253015,333,1
11259628,11259945,318,1
11385580,11385903,324,1
11386555,11386881,327,1
11439814,11440143,330,1
11466148,11466474,327,1
11671783,11672115,333,1
11736073,11736414,342,1
11765206,11765574,369,1
11798788,11799177,390,1
11845225,11845572,348,1
11883493,11883804,312,1
11914816,11915127,312,1
11926546,11926854,309,1
12003340,12003648,309,1
12074806,12075144,339,1
12106819,12107187,369,1
12166267,12166584,318,1
12180607,12180909,303,1
12195655,12195978,324,1
12268777,12269079,303,1
12379522,12379923,402,1
12751969,12752316,348,1
12794617,12794916,300,1
12840673,12841053,381,1
12885817,12886197,381,1
12889534,12889833,300,1
12944281,12944604,324,1
12951079,12951405,327,1
13006462,13006761,300,1
13082932,13083234,303,1
13164928,13165278,351,1
13243330,13243647,318,1
13275403,13275711,309,1
13328380,13328685,306,1
13403140,13403511,372,1
13524115,13524426,312,1
13789075,13789527,453,1
14045854,14046360,507,1
14109442,14109762,321,1
14147413,14147766,354,1
14299291,14299680,390,1
14589766,14590338,573,1
14842579,14842977,399,1
14881264,14881968,705,1
14919424,14919804,381,1
15335431,15335844,414,1
15414553,15414864,312,1
15715684,15716064,381,1
16051162,16051479,318,1
16078279,16078590,312,1
16318735,16319148,414,1
16367239,16367571,333,1
16390498,16390797,300,1
16510426,16510863,438,1
16650064,16650363,300,1
16676458,16676907,450,1
16796500,16796805,306,1
16851997,16852350,354,1
17162701,17163156,456,1
17291935,17292237,303,1
17535760,17536164,405,1
17946835,17947170,336,1
17947282,17947695,414,1
18026212,18026511,300,1
18213982,18214344,363,1
18264853,18265215,363,1
18582178,18582570,393,1
19057735,19058037,303,1
19063861,19064364,504,1
19106014,19106493,480,1
19106641,19107045,405,1
19164442,19164747,306,1
19173319,19173621,303,1
19255261,19255617,357,1
19292662,19293021,360,1
19355065,19355487,423,1
19395691,19396185,495,1
19407838,19408239,402,1
19458400,19458756,357,1
19514224,19514532,309,1
19526521,19526919,399,1
19531192,19531566,375,1
19540237,19540566,330,1
19769911,19770276,366,1
19834570,19835013,444,1
19990804,19991109,306,1
20070463,20070837,375,1
20113333,20113653,321,1
20127922,20128224,303,1
20175985,20176320,336,1
20201800,20202195,396,1
20257651,20258166,516,1
20467960,20468304,345,1
20488348,20488668,321,1
20495803,20496240,438,1
20496271,20496582,312,1
20519977,20520288,312,1
20567752,20568093,342,1
20682073,20682372,300,1
20699548,20699907,360,1
20762959,20763315,357,1
20798590,20798901,312,1
20841877,20842215,339,1
20843566,20843904,339,1
20889661,20889975,315,1
20948158,20948469,312,1
20959624,20960049,426,1
21053461,21053799,339,1
21078718,21079221,504,1
21106432,21106809,378,1
21120529,21120912,384,1
21159895,21160506,612,1
21214666,21214980,315,1
21247780,21248082,303,1
21333415,21333729,315,1
21376948,21377274,327,1
21526195,21526500,306,1
21555658,21556044,387,1
21618847,21619167,321,1
21783019,21783417,399,1
21818563,21818871,309,1
21823420,21823737,318,1
21866923,21867246,324,1
21957808,21958113,306,1
22117405,22118406,1002,1
22176406,22176864,459,1
22222195,22222527,333,1
22256989,22257333,345,1
22383460,22383909,450,1
22416916,22417242,327,1
22426198,22426512,315,1
22432360,22432854,495,1
22662793,22663113,321,1
22679848,22680225,378,1
22735240,22735542,303,1
22760908,22761321,414,1
22765765,22766100,336,1
22868539,22868886,348,1
22907716,22908129,414,1
22934161,22934478,318,1
23094460,23094933,474,1
23157721,23158029,309,1
23190310,23190612,303,1
23339224,23340165,942,1
23403658,23404074,417,1
23474245,23474553,309,1
23627230,23627574,345,1
23681626,23681964,339,1
23786608,23786952,345,1
23810287,23810589,303,1
23816014,23816346,333,1
23987134,23987457,324,1
24058852,24059193,342,1
24139783,24140136,354,1
24223369,24223677,309,1
24250984,24251352,369,1
24303448,24303750,303,1
24333283,24333585,303,1
24333589,24333897,309,1
24405694,24406011,318,1
24428005,24428343,339,1
24461359,24461700,342,1
24736273,24736596,324,1
24824926,24825282,357,1
24883486,24883806,321,1
24910204,24910695,492,1
25041886,25042203,318,1
25195105,25195752,648,1
25366192,25366575,384,1
25443274,25443579,306,1
25598410,25598724,315,1
25717309,25717611,303,1
25926247,25926594,348,1
25964539,25964850,312,1
26079910,26080224,315,1
26148424,26148735,312,1
26283139,26283453,315,1
26387107,26387415,309,1
26512087,26512413,327,1
26571646,26572011,366,1
26685427,26685789,363,1
26789914,26790300,387,1
26803696,26804067,372,1
26816983,26817303,321,1
26856304,26856609,306,1
26994793,26995158,366,1
27004681,27004983,303,1
27027415,27027771,357,1
27048676,27049056,381,1
27083596,27083946,351,1
29063704,29064021,318,1
29466790,29467107,318,1
29479006,29479338,333,1
29519932,29520231,300,1
29653099,29653560,462,1
30442885,30443187,303,1
30734617,30734943,327,1
30737443,30737892,450,1
30872149,30872478,330,1
31048927,31049259,333,1
31141738,31142058,321,1
31178956,31179336,381,1
31181827,31182132,306,1
31316761,31317207,447,1
31344307,31344729,423,1
31369507,31369812,306,1
31652959,31653270,312,1
31677025,31677495,471,1
31685662,31686111,450,1
31720285,31720737,453,1
31839409,31839789,381,1
32158786,32159109,324,1
32419306,32419665,360,1
32426599,32426910,312,1
32462554,32463003,450,1
32483869,32484171,303,1
32659657,32659995,339,1
32756317,32756622,306,1
32805202,32805501,300,1
32895505,32895807,303,1
32939536,32939928,393,1
33379453,33379917,465,1
33392476,33392892,417,1
33435766,33436074,309,1
33578992,33579303,312,1
33686293,33686610,318,1
33728038,33728352,315,1
33746998,33747300,303,1
33896908,33897270,363,1
33916789,33917118,330,1
33952969,33953286,318,1
34095148,34095717,570,1
34139020,34139325,306,1
34192255,34192554,300,1
34238335,34238646,312,1
34267759,34268085,327,1
34346971,34347327,357,1
34598155,34598475,321,1
34672612,34672971,360,1
34706698,34707012,315,1
34808209,34808514,306,1
34937389,34937721,333,1
35059711,35060046,336,1
35066614,35066985,372,1
35139613,35139942,330,1
35171272,35171601,330,1
35173585,35173920,336,1
35211766,35212065,300,1
35244991,35245290,300,1
35252791,35253213,423,1
35502841,35503155,315,1
35522635,35522943,309,1
35544790,35545095,306,1
35581342,35581671,330,1
36023632,36023952,321,1
36049183,36049605,423,1
36296869,36297177,309,1
36297316,36297624,309,1
36329647,36329985,339,1
36332749,36333129,381,1
36519733,36520122,390,1
36690049,36690591,543,1
36762871,36763182,312,1
36791590,36791907,318,1
37265278,37265610,333,1
37372807,37373115,309,1
37459579,37459914,336,1
37577818,37578150,333,1
37894036,37894383,348,1
37979743,37980045,303,1
37984591,37984935,345,1
38038867,38039172,306,1
38046913,38047266,354,1
38218267,38218578,312,1
38226316,38226774,459,1
38230027,38230347,321,1
38317072,38317425,354,1
38388427,38388774,348,1
38420182,38420544,363,1
38435956,38436306,351,1
38457238,38457597,360,1
38476123,38476539,417,1
38607382,38607681,300,1
38850889,38851206,318,1
38985082,38985444,363,1
39037330,39037662,333,1
39140317,39140637,321,1
39193318,39193833,516,1
39225229,39225609,381,1
39286909,39287364,456,1
39386779,39387192,414,1
39464638,39465039,402,1
39526873,39527193,321,1
39787174,39787485,312,1
39912781,39913107,327,1
39972718,39973032,315,1
40184791,40185240,450,1
40287355,40287672,318,1
40346971,40347315,345,1
40347658,40347978,321,1
40405936,40406247,312,1
40531915,40532454,540,1
40552930,40553310,381,1
40567612,40567938,327,1
40585405,40585752,348,1
40777435,40777755,321,1
40823128,40823448,321,1
40828252,40828692,441,1
40985734,40986054,321,1
41147305,41147688,384,1
41178850,41179437,588,1
41183443,41184324,882,1
41213284,41213589,306,1
41379226,41379531,306,1
41451997,41452299,303,1
41615785,41616138,354,1
41616505,41616855,351,1
41664379,41664684,306,1
41774122,41774517,396,1
41841232,41841534,303,1
41969962,41970348,387,1
42306277,42306639,363,1
42630322,42630714,393,1
42677305,42677634,330,1
42680833,42681156,324,1
42694258,42694626,369,1
42820972,42821340,369,1
42881542,42881865,324,1
42931288,42931587,300,1
43056052,43056375,324,1
43601554,43601859,306,1
43678033,43678428,396,1
43754263,43754610,348,1
43811308,43811634,327,1
43915288,43915689,402,1
43944166,43944639,474,1
44038672,44039091,420,1
44219746,44220048,303,1
44257243,44257575,333,1
44315950,44316279,330,1
44394508,44394873,366,1
44596885,44597253,369,1
44610058,44610360,303,1
44941714,44942184,471,1
44952505,44952855,351,1
45032155,45032499,345,1
45081409,45081744,336,1
45148042,45148353,312,1
45205705,45206103,399,1
45216355,45216654,300,1
45226030,45226422,393,1
45247336,45247638,303,1
45283315,45283764,450,1
45288658,45288960,303,1
45308383,45308685,303,1
45324568,45324969,402,1
45332236,45333021,786,1
45354013,45354318,306,1
45358594,45358941,348,1
45395863,45396402,540,1
45458908,45459438,531,1
45521470,45522099,630,1
45528088,45528576,489,1
45560524,45560919,396,1
45585649,45586131,483,1
45721138,45721479,342,1
45726565,45726948,384,1
45814609,45815034,426,1
45816031,45816351,321,1
45850264,45850620,357,1
45869056,45869370,315,1
46111075,46111395,321,1
46120717,46121037,321,1
46130083,46130442,360,1
46137244,46137558,315,1
46295287,46295631,345,1
46605706,46606212,507,1
46659652,46660017,366,1
46719997,46720341,345,1
46746232,46746564,333,1
46823521,46823847,327,1
46828387,46828713,327,1
46933942,46934451,510,1
46973521,46973883,363,1
47180044,47180364,321,1
47201212,47201517,306,1
47214979,47215299,321,1
47215837,47216154,318,1
47264332,47264775,444,1
47341894,47342223,330,1
47391265,47391729,465,1
47425861,47426175,315,1
47443660,47444136,477,1
47515204,47515548,345,1
47519269,47519622,354,1
47570284,47570712,429,1
47722609,47722971,363,1
47737390,47737734,345,1
47741170,47741496,327,1
47830453,47830824,372,1
47860102,47860446,345,1
47873830,47874141,312,1
47890216,47890521,306,1
47891092,47891436,345,1
47910718,47911062,345,1
47943802,47944134,333,1
47958310,47958798,489,1
47998621,47998980,360,1
48000052,48000399,348,1
48005908,48006219,312,1
48168724,48169035,312,1
48196396,48196770,375,1
48243865,48244293,429,1
48260290,48260820,531,1
48320554,48320916,363,1
48326530,48326835,306,1
48361963,48362313,351,1
48404422,48404814,393,1
48417091,48417414,324,1
48426328,48426639,312,1
48432556,48432903,348,1
48471235,48471540,306,1
48631825,48632178,354,1
48656308,48656610,303,1
48707914,48708264,351,1
48791719,48792048,330,1
48861322,48861675,354,1
48916558,48916878,321,1
48931417,48931722,306,1
48963418,48964005,588,1
48975472,48975789,318,1
48997555,48997857,303,1
49013017,49013346,330,1
49021639,49021959,321,1
49029385,49029708,324,1
49069498,49069806,309,1
49110625,49111284,660,1
49235989,49236327,339,1
49283938,49284273,336,1
49319623,49319940,318,1
49352410,49352730,321,1
49387147,49387473,327,1
49519273,49520202,930,1
49558537,49558920,384,1
49668037,49668420,384,1
49741015,49741404,390,1
49743820,49744128,309,1
49759648,49760052,405,1
49926943,49927335,393,1
50102950,50103600,651,1
50166775,50167092,318,1
50270923,50271399,477,1
50295967,50296329,363,1
50356027,50356332,306,1
50467906,50468208,303,1
50476618,50476992,375,1
50494243,50494578,336,1
50815594,50815893,300,1
51010633,51010938,306,1
51121555,51122502,948,1
51167131,51167493,363,1
51294319,51295035,717,1
51318916,51319263,348,1
51341383,51341742,360,1
51387910,51388446,537,1
51434713,51435042,330,1
51455134,51455529,396,1
51572857,51573300,444,1
51590746,51591099,354,1
51624181,51624486,306,1
51636862,51637224,363,1
51648160,51648486,327,1
51664267,51664626,360,1
51694594,51694992,399,1
51729319,51729744,426,1
51746968,51747276,309,1
51773878,51774207,330,1
51875062,51875412,351,1
51959866,51960177,312,1
51971380,51971682,303,1
51987178,51987669,492,1
52052446,52052760,315,1
52066843,52067154,312,1
52144126,52144458,333,1
52179700,52180014,315,1
52320535,52320867,333,1
52334248,52334622,375,1
52340491,52340946,456,1
52564666,52565037,372,1
52584862,52585161,300,1
52626139,52626558,420,1
52780666,52781007,342,1
52895020,52895493,474,1
52953751,52954110,360,1
52989985,52990329,345,1
53080414,53080734,321,1
53349433,53349750,318,1
53360134,53360472,339,1
53381446,53381895,450,1
53556781,53557089,309,1
53571958,53572275,318,1
53591143,53591466,324,1
53632294,53632737,444,1
53706583,53706891,309,1
53886367,53886723,357,1
53925547,53925912,366,1
53933575,53934000,426,1
53966818,53967276,459,1
53993398,53993718,321,1
54092770,54093087,318,1
54207148,54207495,348,1
54213922,54214263,342,1
54218482,54219051,570,1
54411181,54411489,309,1
54454540,54455133,594,1
54493966,54494286,321,1
54527956,54528309,354,1
54536353,54536703,351,1
54581095,54581619,525,1
54582055,54582462,408,1
54602035,54602388,354,1
54656218,54656589,372,1
54746221,54746757,537,1
54865249,54865560,312,1
54902458,54902874,417,1
54916582,54917055,474,1
54972103,54972420,318,1
55050382,55050690,309,1
55153162,55153464,303,1
55343761,55344111,351,1
55349290,55349616,327,1
55411492,55411806,315,1
55416250,55416681,432,1
55424440,55424832,393,1
55436065,55436406,342,1
55470508,55470825,318,1
55536271,55536630,360,1
55605409,55605753,345,1
55610533,55610910,378,1
55630426,55630842,417,1
55642255,55642584,330,1
55645168,55645491,324,1
55957720,55958061,342,1
56056594,56056899,306,1
56207782,56208093,312,1
56316205,56316561,357,1
56460691,56461032,342,1
56465098,56465478,381,1
56503459,56503800,342,1
56509588,56510046,459,1
56551417,56551722,306,1
56559703,56560002,300,1
56575477,56575824,348,1
56621026,56621478,453,1
56644585,56644911,327,1
56669272,56669739,468,1
56809597,56809902,306,1
56827594,56827932,339,1
56847523,56847837,315,1
56907172,56907471,300,1
56964766,56965071,306,1
57045007,57045360,354,1
57059176,57059769,594,1
57159676,57160071,396,1
57469093,57469401,309,1
57518122,57518463,342,1
57543973,57544284,312,1
57568873,57569202,330,1
57582937,57583401,465,1
57684247,57684573,327,1
57756442,57756813,372,1
57803221,57803541,321,1
57834310,57834621,312,1
58014670,58015113,444,1
58080751,58081125,375,1
58110295,58110666,372,1
58274065,58274460,396,1
58275853,58276209,357,1
58302565,58302894,330,1
58310395,58310862,468,1
58311295,58311672,378,1
58319452,58319799,348,1
58329481,58329831,351,1
58403398,58403820,423,1
58580752,58581105,354,1
58585642,58585953,312,1
58734661,58734993,333,1
58763929,58764375,447,1
58791250,58791549,300,1
58798222,58798539,318,1
58932742,58933044,303,1
58972540,58972884,345,1
59031859,59032212,354,1
59032267,59032584,318,1
59228194,59228526,333,1
59318761,59319180,420,1
59341630,59341929,300,1
59420695,59421012,318,1
59447932,59448279,348,1
59450869,59451174,306,1
59655238,59655573,336,1
59747383,59747694,312,1
59959600,59959911,312,1
60062737,60063069,333,1
60092368,60092697,330,1
60179806,60180171,366,1
60188977,60189621,645,1
60193300,60193611,312,1
60253114,60253443,330,1
60260350,60260670,321,1
60277744,60278061,318,1
60409765,60410109,345,1
60428647,60428964,318,1
60438751,60439074,324,1
60522043,60522510,468,1
60613171,60613506,336,1
60747004,60747357,354,1
60920728,60921138,411,1
60958306,60958614,309,1
60997087,60997386,300,1
61010749,61011054,306,1
61013635,61014069,435,1
61153150,61153461,312,1
61162942,61163244,303,1
61188565,61188987,423,1
61241146,61241505,360,1
61303639,61303959,321,1
61362043,61362351,309,1
61611793,61612119,327,1
61694299,61694616,318,1
61802584,61802934,351,1
61861066,61861389,324,1
61864585,61864884,300,1
61947739,61948218,480,1
61976971,61977318,348,1
61980523,61980930,408,1
62064886,62065272,387,1
62074927,62075235,309,1
62132305,62132703,399,1
62178733,62179386,654,1
62268505,62268828,324,1
62291191,62291766,576,1
62308549,62308863,315,1
62318812,62319195,384,1
62324401,62324706,306,1
62357041,62357427,387,1
62381737,62382252,516,1
62387908,62388216,309,1
62400838,62401170,333,1
62412541,62412930,390,1
62423482,62423835,354,1
62423962,62424582,621,1
62486458,62486811,354,1
62491285,62491608,324,1
62665156,62665653,498,1
62702794,62703132,339,1
62759878,62760216,339,1
62763271,62763609,339,1
62773027,62773383,357,1
62793037,62793414,378,1
62796196,62796564,369,1
62816812,62817297,486,1
62831551,62831865,315,1
62835292,62835663,372,1
62836933,62837526,594,1
62841145,62841546,402,1
62870602,62870976,375,1
62878093,62878398,306,1
62914504,62914845,342,1
62928871,62929332,462,1
62945956,62946255,300,1
62954542,62954928,387,1
62971492,62971854,363,1
63001690,63001995,306,1
63145648,63146043,396,1
63174760,63175188,429,1
63199045,63199395,351,1
63207532,63207906,375,1
63302827,63303177,351,1
63307699,63308139,441,1
63374407,63374823,417,1
63435376,63435804,429,1
63737383,63737847,465,1
63742306,63742611,306,1
63805351,63805665,315,1
63832567,63832899,333,1
63840577,63840906,330,1
63894634,63894987,354,1
63901288,63901647,360,1
63939142,63939450,309,1
63942010,63942402,393,1
63992140,63992535,396,1
64020760,64021167,408,1
64135129,64135599,471,1
64189621,64189920,300,1
64263346,64263777,432,1
64370629,64371489,861,1
64436707,64437042,336,1
64441063,64441425,363,1
64506088,64506507,420,1
64530349,64530678,330,1
64694431,64694754,324,1
64709470,64709802,333,1
64818073,64818378,306,1
64824256,64824603,348,1
64840591,64841007,417,1
64913692,64914069,378,1
64993867,64994205,339,1
64996354,64996689,336,1
64997602,64997922,321,1
65044924,65045256,333,1
65148583,65148909,327,1
65189050,65189451,402,1
65204164,65204631,468,1
65233471,65233809,339,1
65247877,65248212,336,1
65264197,65264538,342,1
65304721,65305044,324,1
65310862,65311242,381,1
65342896,65343225,330,1
65352526,65352942,417,1
65373526,65373828,303,1
65379457,65379762,306,1
65384947,65385339,393,1
65403241,65403603,363,1
65408314,65408649,336,1
65439433,65439783,351,1
65466592,65467116,525,1
65468038,65468475,438,1
65507755,65508087,333,1
65543050,65543361,312,1
65674372,65674704,333,1
65878105,65878614,510,1
65945677,65945991,315,1
66029428,66029787,360,1
66042661,66042966,306,1
66164932,66165333,402,1
66169087,66169551,465,1
66172525,66172977,453,1
66191497,66191802,306,1
66194872,66195207,336,1
66243211,66243522,312,1
66267094,66267414,321,1
66312754,66313053,300,1
66330151,66330660,510,1
66396892,66397425,534,1
66425716,66426153,438,1
66451462,66451761,300,1
66469303,66469776,474,1
66502933,66503232,300,1
66512545,66512907,363,1
66561841,66562230,390,1
66578962,66579318,357,1
66605359,66605910,552,1
66607372,66607674,303,1
66627745,66628212,468,1
66641455,66641784,330,1
66652126,66652728,603,1
66697678,66698037,360,1
66809191,66809607,417,1
66831793,66832134,342,1
66856030,66856437,408,1
66910876,66911190,315,1
66914950,66915306,357,1
66919621,66919941,321,1
66952147,66952551,405,1
67131688,67132077,390,1
67137109,67137558,450,1
67162582,67162944,363,1
67203559,67203981,423,1
67211275,67211595,321,1
67236760,67237065,306,1
67242805,67243179,375,1
67311403,67311720,318,1
67337089,67337487,399,1
67368901,67369236,336,1
67446859,67447215,357,1
67449112,67449420,309,1
67460509,67461174,666,1
67612597,67612926,330,1
67682584,67682919,336,1
67706068,67706373,306,1
67722451,67722774,324,1
67723804,67724136,333,1
67727776,67728519,744,1
67729537,67729890,354,1
67731049,67731369,321,1
67740964,67741281,318,1
67754167,67754487,321,1
67762972,67763454,483,1
67793959,67794414,456,1
67798663,67798968,306,1
67816729,67817040,312,1
67906198,67906545,348,1
67909654,67910118,465,1
67917235,67917537,303,1
67956268,67956591,324,1
68032558,68032893,336,1
68045113,68045463,351,1
68048164,68048505,342,1
68082841,68083173,333,1
68104123,68104596,474,1
68105959,68106288,330,1
68113693,68114103,411,1
68124304,68124693,390,1
68127481,68127786,306,1
68128879,68129226,348,1
68159497,68159964,468,1
68163148,68163870,723,1
68164075,68164497,423,1
68166841,68167179,339,1
68181580,68181912,333,1
68249317,68249922,606,1
68280829,68281164,336,1
68428381,68428680,300,1
68434261,68435034,774,1
68435065,68435559,495,1
68437624,68438022,399,1
68459116,68459436,321,1
68465209,68465673,465,1
68510479,68511672,1194,1
68543890,68544243,354,1
68569807,68570253,447,1
68583397,68583765,369,1
68605636,68606331,696,1
68606647,68607021,375,1
68653462,68653815,354,1
68657338,68657712,375,1
68733607,68733984,378,1
68762644,68763069,426,1
68843437,68843793,357,1
68901604,68901933,330,1
68904919,68905260,342,1
68967154,68967468,315,1
68993791,68994114,324,1
69008278,69008703,426,1
69057253,69057561,309,1
69075469,69075786,318,1
69075880,69076281,402,1
69109867,69110319,453,1
69124006,69124437,432,1
69140686,69141009,324,1
69144670,69145011,342,1
69183484,69183816,333,1
69209665,69210048,384,1
69239317,69239727,411,1
69249334,69249876,543,1
69250096,69250524,429,1
69252925,69253239,315,1
69256069,69256446,378,1
69262633,69262932,300,1
69288745,69289125,381,1
69364996,69365349,354,1
69446098,69446418,321,1
69447817,69448152,336,1
69448885,69449211,327,1
69452062,69452421,360,1
69466519,69466968,450,1
69551287,69551604,318,1
69561850,69562284,435,1
69563062,69563487,426,1
69563578,69564084,507,1
69573796,69574371,576,1
69579265,69579576,312,1
69701266,69701649,384,1
69710506,69710865,360,1
69720457,69720771,315,1
69721651,69721974,324,1
69736771,69737070,300,1
69764458,69764760,303,1
69972208,69972636,429,1
70148896,70149234,339,1
70183447,70183746,300,1
70198384,70199049,666,1
70245820,70246176,357,1
70293985,70294386,402,1
70300735,70301073,339,1
70311349,70311810,462,1
70320535,70320843,309,1
70345612,70345956,345,1
70350457,70350873,417,1
70355251,70355601,351,1
70362403,70362762,360,1
70367515,70367820,306,1
70375036,70375440,405,1
70384117,70384593,477,1
70392487,70392858,372,1
70394101,70394613,513,1
70400776,70401213,438,1
70425334,70425633,300,1
70428280,70428768,489,1
70447294,70447689,396,1
70447729,70448280,552,1
70452118,70452945,828,1
70454659,70455363,705,1
70520764,70521204,441,1
70530715,70531077,363,1
70537483,70537821,339,1
70547854,70548252,399,1
70550284,70550613,330,1
70551607,70552398,792,1
70558930,70559229,300,1
70560355,70560861,507,1
70579660,70579983,324,1
70584703,70585062,360,1
70585687,70586058,372,1
70601737,70602138,402,1
70603165,70603539,375,1
70605313,70605711,399,1
70605751,70606089,339,1
70613704,70614054,351,1
70618327,70618647,321,1
70622551,70622859,309,1
70632712,70633125,414,1
70636420,70636728,309,1
70645720,70646133,414,1
70654390,70654824,435,1
70667692,70668042,351,1
70673353,70673661,309,1
70675609,70676007,399,1
70683883,70684251,369,1
70685776,70686096,321,1
70697116,70697460,345,1
70709515,70709907,393,1
70737391,70737747,357,1
70739062,70739397,336,1
70746574,70747077,504,1
70749349,70750005,657,1
70750039,70750503,465,1
70772632,70773228,597,1
70781434,70781754,321,1
70782172,70782675,504,1
70808866,70809165,300,1
70842064,70842399,336,1
70870513,70870869,357,1
70902451,70902756,306,1
70904449,70904802,354,1
70920763,70921449,687,1
70937728,70938147,420,1
70949776,70950117,342,1
71036455,71036928,474,1
71094340,71094795,456,1
71096371,71096742,372,1
71141710,71142114,405,1
71159791,71160216,426,1
71177320,71177805,486,1
71230372,71230767,396,1
71231026,71231418,393,1
71237023,71237442,420,1
71248330,71248662,333,1
71250205,71250663,459,1
71259235,71259690,456,1
71263402,71263833,432,1
71269306,71269623,318,1
71274409,71274792,384,1
71287066,71287482,417,1
71292118,71292426,309,1
71304175,71304771,597,1
71329780,71330160,381,1
71352070,71352390,321,1
71377612,71377932,321,1
71415277,71415621,345,1
71417818,71418129,312,1
71420425,71420757,333,1
71422162,71422563,402,1
71449960,71450292,333,1
71536003,71536437,435,1
71569045,71569392,348,1
71582905,71583210,306,1
71662747,71663061,315,1
71684479,71684841,363,1
71727106,71727408,303,1
71737039,71737380,342,1
71741302,71741793,492,1
71823517,71823834,318,1
71860786,71861187,402,1
71903770,71904126,357,1
71933221,71933649,429,1
71949550,71949975,426,1
71951788,71952102,315,1
71954620,71954991,372,1
71959894,71960232,339,1
71965921,71966355,435,1
71999845,72000162,318,1
72036001,72036465,465,1
72038287,72038631,345,1
72075244,72075564,321,1
72107842,72108231,390,1
72130873,72131208,336,1
72152023,72152349,327,1
72172561,72173031,471,1
72180601,72180933,333,1
72207406,72207729,324,1
72224863,72225168,306,1
72232468,72232842,375,1
72305515,72305844,330,1
72313744,72314136,393,1
72315001,72315540,540,1
72333358,72333831,474,1
72349594,72349980,387,1
72355243,72355542,300,1
72355699,72356190,492,1
